league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
Setka Cup (Ucrania);1;g_25_EoXXqnd3;Finalizado;2021-01-28 00:00:00;Burdelnyi S. (Ukr);Dynaburg L. (Ukr);1;3;[{'home': 8, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 6}, {'home': 5, 'away': 11}];1.67;2.02
Setka Cup (Ucrania);1;g_25_IuernWNI;Finalizado;2021-01-28 00:00:00;Mishchenko V. (Ukr);Yurkov A. (Ukr);3;2;[{'home': 13, 'away': 11}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 6}, {'home': 12, 'away': 10}];1.58;2.15
Setka Cup (Ucrania);1;g_25_IclErcHQ;Finalizado;2021-01-28 00:00:00;Gubanisev O. (Ukr);Mytsyk A. (Ukr);3;1;[{'home': 11, 'away': 6}, {'home': 9, 'away': 11}, {'home': 11, 'away': 5}, {'home': 11, 'away': 7}];1.78;1.88
Setka Cup (Ucrania);1;g_25_Ym18ovqq;Finalizado;2021-01-28 00:00:00;Hot S. (Ukr);Tebenko Y. (Ukr);0;3;[{'home': 7, 'away': 11}, {'home': 7, 'away': 11}, {'home': 5, 'away': 11}];;
Setka Cup (Ucrania);1;g_25_vgnpeiGu;Finalizado;2021-01-28 00:00:00;Kuvaiev R. (Ukr);Pitsyk S. (Ukr);3;1;[{'home': 11, 'away': 6}, {'home': 9, 'away': 11}, {'home': 13, 'away': 11}, {'home': 11, 'away': 5}];;
Setka Cup (Ucrania);1;g_25_r7d3U6dG;Finalizado;2021-01-28 00:00:00;Rybka A. (Ukr);Zholubak M. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 8}, {'home': 11, 'away': 7}];;
Setka Cup (Ucrania);1;g_25_rLyxq6B9;Finalizado;2021-01-28 00:00:00;Mukhin V. (Ukr);Vasko V. (Ukr);1;3;[{'home': 3, 'away': 11}, {'home': 3, 'away': 11}, {'home': 11, 'away': 8}, {'home': 7, 'away': 11}];1.83;1.83
Setka Cup (Ucrania);1;g_25_K6ztvHPs;Finalizado;2021-01-28 00:00:00;Kozlov D. (Ukr);Lymarenko O. (Ukr);2;3;[{'home': 6, 'away': 11}, {'home': 11, 'away': 9}, {'home': 5, 'away': 11}, {'home': 13, 'away': 11}, {'home': 3, 'away': 11}];;
Setka Cup (Ucrania);1;g_25_WranojwP;Finalizado;2021-01-28 00:00:00;Kurischenko Y. (Ukr);Teteruk M. (Ukr);3;0;[{'home': 13, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 2}];;
Setka Cup (Ucrania);1;g_25_Cv0Cpbbk;Finalizado;2021-01-28 00:00:00;Ponomarov S. (Ukr);Serediuk M. (Ukr);0;3;[{'home': 5, 'away': 11}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}];;
Setka Cup (Ucrania);1;g_25_YFLXkKN0;Finalizado;2021-01-28 00:00:00;Yemelianov T. (Ukr);Onischenko R. (Ukr);3;1;[{'home': 11, 'away': 7}, {'home': 10, 'away': 12}, {'home': 11, 'away': 9}, {'home': 11, 'away': 3}];;
Setka Cup (Ucrania);1;g_25_MBztrQQF;Finalizado;2021-01-28 00:00:00;Burdelnyi S. (Ukr);Klymenko K. (Ukr);1;3;[{'home': 6, 'away': 11}, {'home': 13, 'away': 11}, {'home': 10, 'away': 12}, {'home': 11, 'away': 13}];1.68;1.98
Setka Cup (Ucrania);1;g_25_ltupwyul;Finalizado;2021-01-28 00:00:00;Melnykov V. (Ukr);Gubanisev O. (Ukr);1;3;[{'home': 11, 'away': 6}, {'home': 5, 'away': 11}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}];2.22;1.55
Setka Cup (Ucrania);1;g_25_pnmU9ZFP;Finalizado;2021-01-28 00:00:00;Mishchenko V. (Ukr);Kurchitsky V. (Ukr);2;3;[{'home': 11, 'away': 8}, {'home': 6, 'away': 11}, {'home': 11, 'away': 4}, {'home': 7, 'away': 11}, {'home': 4, 'away': 11}];1.58;2.15
Setka Cup (Ucrania);1;g_25_61aGqIDe;Finalizado;2021-01-28 00:00:00;Demko Z. (Ukr);Prus S. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 8}, {'home': 11, 'away': 6}];;
Setka Cup (Ucrania);1;g_25_hdjlfBVo;Finalizado;2021-01-28 00:00:00;Lytvynov V. (Ukr);Kuvaiev R. (Ukr);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 8}, {'home': 11, 'away': 6}];1.88;1.78
Setka Cup (Ucrania);1;g_25_29lAQcer;Finalizado;2021-01-28 00:00:00;Solomko S. (Ukr);Dynaburg L. (Ukr);3;2;[{'home': 11, 'away': 4}, {'home': 11, 'away': 8}, {'home': 10, 'away': 12}, {'home': 5, 'away': 11}, {'home': 11, 'away': 8}];2.98;1.32
Setka Cup (Ucrania);1;g_25_SWwlxeff;Finalizado;2021-01-28 00:00:00;Kozlov D. (Ukr);Arevkin T. (Ukr);3;2;[{'home': 11, 'away': 9}, {'home': 7, 'away': 11}, {'home': 11, 'away': 9}, {'home': 8, 'away': 11}, {'home': 11, 'away': 9}];1.58;2.15
Setka Cup (Ucrania);1;g_25_neZe5gOt;Finalizado;2021-01-28 00:00:00;Vlasenko V. (Ukr);Yurkov A. (Ukr);3;1;[{'home': 8, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}];;
Setka Cup (Ucrania);1;g_25_K43KrxT1;Finalizado;2021-01-28 00:00:00;Hot S. (Ukr);Ponomarov S. (Ukr);0;3;[{'home': 5, 'away': 11}, {'home': 6, 'away': 11}, {'home': 3, 'away': 11}];;
Setka Cup (Ucrania);1;g_25_nJkhgVph;Finalizado;2021-01-28 00:00:00;Yemelianov T. (Ukr);Oranskyi I. (Ukr);1;3;[{'home': 8, 'away': 11}, {'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 9, 'away': 11}];1.32;2.95
Setka Cup (Ucrania);1;g_25_GChEPHAl;Finalizado;2021-01-28 00:00:00;Mukhin V. (Ukr);Burdelnyi S. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}];1.48;2.4
Setka Cup (Ucrania);1;g_25_4WT04Dwm;Finalizado;2021-01-28 00:00:00;Kurischenko Y. (Ukr);Mishchenko V. (Ukr);1;3;[{'home': 14, 'away': 16}, {'home': 7, 'away': 11}, {'home': 12, 'away': 10}, {'home': 8, 'away': 11}];2.4;1.48
Setka Cup (Ucrania);1;g_25_AeThyF90;Finalizado;2021-01-28 00:00:00;Mytsyk A. (Ukr);Lymarenko O. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 12, 'away': 10}, {'home': 9, 'away': 11}, {'home': 11, 'away': 5}];;
Setka Cup (Ucrania);1;g_25_Q9ldhk0b;Finalizado;2021-01-28 00:00:00;Pitsyk S. (Ukr);Onischenko R. (Ukr);1;3;[{'home': 5, 'away': 11}, {'home': 11, 'away': 9}, {'home': 5, 'away': 11}, {'home': 5, 'away': 11}];;
Setka Cup (Ucrania);1;g_25_M9s37L52;Finalizado;2021-01-28 00:00:00;Tebenko Y. (Ukr);Prus S. (Ukr);0;3;[{'home': 11, 'away': 13}, {'home': 12, 'away': 14}, {'home': 10, 'away': 12}];1.38;2.98
Setka Cup (Ucrania);1;g_25_AZiIOyQf;Finalizado;2021-01-28 00:00:00;Vasko V. (Ukr);Dynaburg L. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 9, 'away': 11}, {'home': 6, 'away': 11}];2.82;1.35
Setka Cup (Ucrania);1;g_25_rNS43Xhg;Finalizado;2021-01-28 00:00:00;Teteruk M. (Ukr);Yurkov A. (Ukr);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 5}, {'home': 11, 'away': 7}];;
Setka Cup (Ucrania);1;g_25_MVWdzZO6;Finalizado;2021-01-28 00:00:00;Melnykov V. (Ukr);Kozlov D. (Ukr);2;3;[{'home': 8, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 8}, {'home': 7, 'away': 11}, {'home': 9, 'away': 11}];2.17;1.57
Setka Cup (Ucrania);1;g_25_6L5gi9F4;Finalizado;2021-01-28 00:00:00;Lytvynov V. (Ukr);Yemelianov T. (Ukr);1;3;[{'home': 8, 'away': 11}, {'home': 11, 'away': 6}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}];2.08;1.63
Setka Cup (Ucrania);1;g_25_00t76uL8;Finalizado;2021-01-28 00:00:00;Serediuk M. (Ukr);Demko Z. (Ukr);3;0;[{'home': 11, 'away': 6}, {'home': 11, 'away': 5}, {'home': 11, 'away': 7}];;
Setka Cup (Ucrania);1;g_25_lQjMNeu1;Finalizado;2021-01-28 00:00:00;Klymenko K. (Ukr);Solomko S. (Ukr);3;0;[{'home': 11, 'away': 3}, {'home': 11, 'away': 5}, {'home': 11, 'away': 8}];1.58;2.15
Setka Cup (Ucrania);1;g_25_xpS82i8a;Finalizado;2021-01-28 00:00:00;Kurchitsky V. (Ukr);Vlasenko V. (Ukr);3;0;[{'home': 11, 'away': 6}, {'home': 11, 'away': 6}, {'home': 11, 'away': 7}];1.42;2.55
Setka Cup (Ucrania);1;g_25_GhW0ZhvD;Finalizado;2021-01-28 00:00:00;Gubanisev O. (Ukr);Lymarenko O. (Ukr);3;0;[{'home': 15, 'away': 13}, {'home': 11, 'away': 9}, {'home': 11, 'away': 4}];;
Setka Cup (Ucrania);1;g_25_pC4cjTUA;Finalizado;2021-01-28 00:00:00;Kuvaiev R. (Ukr);Onischenko R. (Ukr);3;1;[{'home': 13, 'away': 11}, {'home': 11, 'away': 6}, {'home': 5, 'away': 11}, {'home': 13, 'away': 11}];;
Setka Cup (Ucrania);1;g_25_8WI4hDqa;Finalizado;2021-01-28 00:00:00;Okopnyi V. (Ukr);Nikolenko S. (Ukr);0;3;[{'home': 4, 'away': 11}, {'home': 9, 'away': 11}, {'home': 10, 'away': 12}];3.2;1.28
Setka Cup (Ucrania);1;g_25_SxLykvw7;Finalizado;2021-01-28 00:00:00;Chepurnyi A. (Ukr);Nemtsov S. (Ukr);1;3;[{'home': 6, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 7}, {'home': 9, 'away': 11}];;
Setka Cup (Ucrania);1;g_25_KAQieFat;Finalizado;2021-01-28 00:00:00;Ivanov E. (Ukr);Melashenko O. (Ukr);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 5}, {'home': 11, 'away': 2}];1.3;3.0
Setka Cup (Ucrania);1;g_25_fqV4YCgJ;Finalizado;2021-01-28 00:00:00;Arevkin T. (Ukr);Mytsyk A. (Ukr);3;2;[{'home': 11, 'away': 6}, {'home': 8, 'away': 11}, {'home': 11, 'away': 7}, {'home': 10, 'away': 12}, {'home': 11, 'away': 8}];1.42;2.55
Setka Cup (Ucrania);1;g_25_4ESbL2WT;Finalizado;2021-01-28 00:00:00;Udovenko I. (Ukr);Bereza V. (Ukr);0;3;[{'home': 13, 'away': 15}, {'home': 6, 'away': 11}, {'home': 9, 'away': 11}];1.83;1.83
Setka Cup (Ucrania);1;g_25_nNH8iXb5;Finalizado;2021-01-28 00:00:00;Dulich A. (Ukr);Rak S. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 6, 'away': 11}, {'home': 9, 'away': 11}];3.5;1.23
Setka Cup (Ucrania);1;g_25_vZ31kmpH;Finalizado;2021-01-28 00:00:00;Oranskyi I. (Ukr);Pitsyk S. (Ukr);1;3;[{'home': 3, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 7}, {'home': 3, 'away': 11}];1.52;2.28
Setka Cup (Ucrania);1;g_25_6TJulbhD;Finalizado;2021-01-28 00:00:00;Levshyn A. (Ukr);Biletskiy O. (Ukr);3;2;[{'home': 7, 'away': 11}, {'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 12, 'away': 10}, {'home': 11, 'away': 7}];1.35;2.82
Setka Cup (Ucrania);1;g_25_EXPefZEn;Finalizado;2021-01-28 00:00:00;Hrytsai A. (Ukr);Bonishchuk T. (Ukr);0;3;[{'home': 7, 'away': 11}, {'home': 8, 'away': 11}, {'home': 9, 'away': 11}];3.0;1.3
Setka Cup (Ucrania);1;g_25_jPT2ksoA;Finalizado;2021-01-28 00:00:00;Solomko R. (Ukr);Kostuk B. (Ukr);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 8}, {'home': 11, 'away': 7}];1.28;3.2
Setka Cup (Ucrania);1;g_25_ro3OCsVD;Finalizado;2021-01-28 00:00:00;Shmyndra Y. (Ukr);Zholubak R. (Ukr);1;3;[{'home': 11, 'away': 13}, {'home': 7, 'away': 11}, {'home': 11, 'away': 6}, {'home': 9, 'away': 11}];3.25;1.27
Setka Cup (Ucrania);1;g_25_GdMCjiEB;Finalizado;2021-01-28 00:00:00;Chulanov O. (Ukr);Gil T. (Ukr);2;3;[{'home': 10, 'away': 12}, {'home': 8, 'away': 11}, {'home': 12, 'away': 10}, {'home': 11, 'away': 9}, {'home': 10, 'away': 12}];3.25;1.27
Setka Cup (Ucrania);1;g_25_Q7TaggUh;Finalizado;2021-01-28 00:00:00;Kuprykov S. (Ukr);Reva Y. (Ukr);0;3;[{'home': 5, 'away': 11}, {'home': 7, 'away': 11}, {'home': 4, 'away': 11}];2.22;1.55
Setka Cup (Ucrania);1;g_25_4z8ovNOl;Finalizado;2021-01-28 00:00:00;Koshkodan I. (Ukr);Lisechko A. (Ukr);2;3;[{'home': 13, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 7}, {'home': 8, 'away': 11}, {'home': 8, 'away': 11}];1.52;2.28
Setka Cup (Ucrania);1;g_25_fmLGkBTH;Finalizado;2021-01-28 00:00:00;Chelpanov S. (Ukr);Paniotov A. (Ukr);2;3;[{'home': 5, 'away': 11}, {'home': 11, 'away': 8}, {'home': 6, 'away': 11}, {'home': 11, 'away': 9}, {'home': 2, 'away': 11}];2.4;1.48
Setka Cup (Ucrania);1;g_25_8QuB5azF;Finalizado;2021-01-28 00:00:00;Chepurnyi A. (Ukr);Biletskiy O. (Ukr);2;3;[{'home': 5, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 7}, {'home': 7, 'away': 11}, {'home': 4, 'away': 11}];;
Setka Cup (Ucrania);1;g_25_ERpPCGsr;Finalizado;2021-01-28 00:00:00;Ivanov E. (Ukr);Bonishchuk T. (Ukr);3;2;[{'home': 7, 'away': 11}, {'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 5}];1.57;2.17
Setka Cup (Ucrania);1;g_25_8Ov7NXe0;Finalizado;2021-01-28 00:00:00;Okopnyi V. (Ukr);Rak S. (Ukr);2;3;[{'home': 3, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 5}, {'home': 9, 'away': 11}];;
Setka Cup (Ucrania);1;g_25_AgGf18ST;Finalizado;2021-01-28 00:00:00;Kolesnykov V. (Ukr);Dmytruk I. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 11, 'away': 9}, {'home': 7, 'away': 11}, {'home': 11, 'away': 8}];1.38;2.7
Setka Cup (Ucrania);1;g_25_MVdDvQWi;Finalizado;2021-01-28 00:00:00;Udovenko I. (Ukr);Dmytruk I. (Ukr);1;3;[{'home': 4, 'away': 11}, {'home': 18, 'away': 20}, {'home': 11, 'away': 7}, {'home': 11, 'away': 13}];;
Setka Cup (Ucrania);1;g_25_pnT6l10G;Finalizado;2021-01-28 00:00:00;Trydukh I. (Ukr);Kolesnik Y. (Ukr);2;3;[{'home': 11, 'away': 13}, {'home': 11, 'away': 9}, {'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 6, 'away': 11}];2.93;1.33
Setka Cup (Ucrania);1;g_25_nHvF4JkL;Finalizado;2021-01-28 00:00:00;Zholubak R. (Ukr);Nemtsov S. (Ukr);1;3;[{'home': 11, 'away': 8}, {'home': 6, 'away': 11}, {'home': 10, 'away': 12}, {'home': 9, 'away': 11}];1.52;2.28
Setka Cup (Ucrania);1;g_25_hIqTBzcl;Finalizado;2021-01-28 00:00:00;Reva Y. (Ukr);Melashenko O. (Ukr);3;1;[{'home': 6, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 4}, {'home': 13, 'away': 11}];1.16;4.25
Setka Cup (Ucrania);1;g_25_nFwBMiB6;Finalizado;2021-01-28 00:00:00;Gil T. (Ukr);Nikolenko S. (Ukr);1;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 8}, {'home': 10, 'away': 12}, {'home': 7, 'away': 11}];4.6;1.14
Setka Cup (Ucrania);1;g_25_GhdHwpnb;Finalizado;2021-01-28 00:00:00;Lisechko A. (Ukr);Bereza V. (Ukr);0;3;[{'home': 11, 'away': 13}, {'home': 10, 'away': 12}, {'home': 6, 'away': 11}];2.22;1.55
Setka Cup (Ucrania);1;g_25_OxSAmLFM;Finalizado;2021-01-28 00:00:00;Solomko R. (Ukr);Paniotov A. (Ukr);3;2;[{'home': 10, 'away': 12}, {'home': 9, 'away': 11}, {'home': 11, 'away': 4}, {'home': 13, 'away': 11}, {'home': 13, 'away': 11}];1.26;3.3
Setka Cup (Ucrania);1;g_25_UuUJ3w5R;Finalizado;2021-01-28 00:00:00;Levshyn A. (Ukr);Shmyndra Y. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 8}, {'home': 11, 'away': 8}];1.28;3.2
Setka Cup (Ucrania);1;g_25_UwTFLBQC;Finalizado;2021-01-28 00:00:00;Dulich A. (Ukr);Chulanov O. (Ukr);2;3;[{'home': 12, 'away': 10}, {'home': 8, 'away': 11}, {'home': 11, 'away': 4}, {'home': 1, 'away': 11}, {'home': 13, 'away': 15}];2.08;1.63
Setka Cup (Ucrania);1;g_25_zsZXAfCf;Finalizado;2021-01-28 00:00:00;Hrytsai A. (Ukr);Kuprykov S. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 3}, {'home': 11, 'away': 9}];1.83;1.83
Setka Cup (Ucrania);1;g_25_fqeLx414;Finalizado;2021-01-28 00:00:00;Koshkodan I. (Ukr);Kolesnykov V. (Ukr);3;0;[{'home': 11, 'away': 6}, {'home': 11, 'away': 7}, {'home': 11, 'away': 8}];;
Setka Cup (Ucrania);1;g_25_61LoacDr;Finalizado;2021-01-28 00:00:00;Chepurnyi A. (Ukr);Zholubak R. (Ukr);2;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 2}, {'home': 10, 'away': 12}, {'home': 12, 'away': 10}, {'home': 9, 'away': 11}];;
Setka Cup (Ucrania);1;g_25_lpwxAER0;Finalizado;2021-01-28 00:00:00;Ivanov E. (Ukr);Reva Y. (Ukr);2;3;[{'home': 5, 'away': 11}, {'home': 12, 'away': 14}, {'home': 13, 'away': 11}, {'home': 11, 'away': 8}, {'home': 8, 'away': 11}];1.63;2.08
Setka Cup (Ucrania);1;g_25_4lq8nuVS;Finalizado;2021-01-28 00:00:00;Kolesnik Y. (Ukr);Kostuk B. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 6}, {'home': 11, 'away': 7}];1.09;5.6
Setka Cup (Ucrania);1;g_25_tEWJKVuJ;Finalizado;2021-01-28 00:00:00;Okopnyi V. (Ukr);Gil T. (Ukr);3;2;[{'home': 11, 'away': 6}, {'home': 11, 'away': 4}, {'home': 7, 'away': 11}, {'home': 8, 'away': 11}, {'home': 12, 'away': 10}];2.08;1.63
Setka Cup (Ucrania);1;g_25_CKkQyOGA;Finalizado;2021-01-28 00:00:00;Udovenko I. (Ukr);Lisechko A. (Ukr);3;2;[{'home': 16, 'away': 14}, {'home': 6, 'away': 11}, {'home': 11, 'away': 13}, {'home': 11, 'away': 4}, {'home': 11, 'away': 9}];1.88;1.78
Setka Cup (Ucrania);1;g_25_6cVZsawp;Finalizado;2021-01-28 00:00:00;Chelpanov S. (Ukr);Trydukh I. (Ukr);1;3;[{'home': 9, 'away': 11}, {'home': 3, 'away': 11}, {'home': 11, 'away': 8}, {'home': 10, 'away': 12}];1.83;1.83
Setka Cup (Ucrania);1;g_25_0OKkbHSl;Finalizado;2021-01-28 00:00:00;Shmyndra Y. (Ukr);Biletskiy O. (Ukr);3;2;[{'home': 11, 'away': 6}, {'home': 10, 'away': 12}, {'home': 6, 'away': 11}, {'home': 13, 'away': 11}, {'home': 11, 'away': 8}];1.48;2.4
Setka Cup (Ucrania);1;g_25_hjqRSSXu;Finalizado;2021-01-28 00:00:00;Chulanov O. (Ukr);Rak S. (Ukr);3;2;[{'home': 12, 'away': 10}, {'home': 11, 'away': 9}, {'home': 2, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 4}];2.82;1.35
Setka Cup (Ucrania);1;g_25_r7xt9Yt7;Finalizado;2021-01-28 00:00:00;Kuprykov S. (Ukr);Bonishchuk T. (Ukr);1;3;[{'home': 12, 'away': 14}, {'home': 11, 'away': 5}, {'home': 8, 'away': 11}, {'home': 3, 'away': 11}];1.35;2.82
Setka Cup (Ucrania);1;g_25_6NEQGMvo;Finalizado;2021-01-28 00:00:00;Koshkodan I. (Ukr);Dmytruk I. (Ukr);3;2;[{'home': 10, 'away': 12}, {'home': 9, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 5}, {'home': 11, 'away': 6}];;
Setka Cup (Ucrania);1;g_25_xCALlVrO;Finalizado;2021-01-28 00:00:00;Solomko R. (Ukr);Kolesnik Y. (Ukr);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 8}, {'home': 11, 'away': 7}];1.48;2.4
Setka Cup (Ucrania);1;g_25_WtrVRnmn;Finalizado;2021-01-28 00:00:00;Dulich A. (Ukr);Nikolenko S. (Ukr);0;3;[{'home': 5, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 13}];5.05;1.11
Setka Cup (Ucrania);1;g_25_vFJgcyre;Finalizado;2021-01-28 00:00:00;Levshyn A. (Ukr);Nemtsov S. (Ukr);1;3;[{'home': 6, 'away': 11}, {'home': 11, 'away': 9}, {'home': 8, 'away': 11}, {'home': 8, 'away': 11}];1.23;3.5
Setka Cup (Ucrania);1;g_25_Mcyp8hdD;Finalizado;2021-01-28 00:00:00;Hrytsai A. (Ukr);Melashenko O. (Ukr);2;3;[{'home': 6, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 2}, {'home': 13, 'away': 11}, {'home': 7, 'away': 11}];1.42;2.55
Setka Cup (Ucrania);1;g_25_fNyQGmSG;Anulado;2021-01-28 00:00:00;Bereza V. (Ukr);Udovenko I. (Ukr);0;0;[];;
Setka Cup (Ucrania);1;g_25_Qsp9KVSi;Finalizado;2021-01-28 00:00:00;Kolesnykov V. (Ukr);Bereza V. (Ukr);3;1;[{'home': 11, 'away': 8}, {'home': 5, 'away': 11}, {'home': 12, 'away': 10}, {'home': 11, 'away': 7}];1.35;2.82
Setka Cup (Ucrania);1;g_25_lIxzR62h;Finalizado;2021-01-28 00:00:00;Okopnyi V. (Ukr);Chulanov O. (Ukr);0;3;[{'home': 4, 'away': 11}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}];1.52;2.28
Setka Cup (Ucrania);1;g_25_0KUwsJhj;Finalizado;2021-01-28 00:00:00;Trydukh I. (Ukr);Paniotov A. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 3, 'away': 11}, {'home': 7, 'away': 11}];1.63;2.08
Setka Cup (Ucrania);1;g_25_djEbdec1;Finalizado;2021-01-28 00:00:00;Chepurnyi A. (Ukr);Shmyndra Y. (Ukr);3;0;[{'home': 11, 'away': 4}, {'home': 11, 'away': 8}, {'home': 11, 'away': 6}];;
Setka Cup (Ucrania);1;g_25_80dKWyZD;Finalizado;2021-01-28 00:00:00;Ivanov E. (Ukr);Kuprykov S. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 3, 'away': 11}, {'home': 12, 'away': 14}];1.19;3.85
Setka Cup (Ucrania);1;g_25_E7t5LBDo;Finalizado;2021-01-28 00:00:00;Koshkodan I. (Ukr);Udovenko I. (Ukr);3;2;[{'home': 13, 'away': 11}, {'home': 11, 'away': 7}, {'home': 4, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 8}];;
Setka Cup (Ucrania);1;g_25_ENYstw8d;Finalizado;2021-01-28 00:00:00;Chelpanov S. (Ukr);Kostuk B. (Ukr);3;2;[{'home': 8, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 7}, {'home': 11, 'away': 8}];1.32;2.98
Setka Cup (Ucrania);1;g_25_S8yvQQHb;Finalizado;2021-01-28 00:00:00;Dulich A. (Ukr);Gil T. (Ukr);3;2;[{'home': 10, 'away': 12}, {'home': 12, 'away': 14}, {'home': 11, 'away': 6}, {'home': 11, 'away': 7}, {'home': 12, 'away': 10}];2.22;1.55
Setka Cup (Ucrania);1;g_25_zsD2eFC7;Finalizado;2021-01-28 00:00:00;Levshyn A. (Ukr);Zholubak R. (Ukr);3;2;[{'home': 6, 'away': 11}, {'home': 13, 'away': 11}, {'home': 11, 'away': 9}, {'home': 7, 'away': 11}, {'home': 11, 'away': 9}];2.4;1.48
Setka Cup (Ucrania);1;g_25_nieOVelK;Finalizado;2021-01-28 00:00:00;Hrytsai A. (Ukr);Reva Y. (Ukr);1;3;[{'home': 11, 'away': 8}, {'home': 8, 'away': 11}, {'home': 8, 'away': 11}, {'home': 9, 'away': 11}];2.37;1.48
Setka Cup (Ucrania);1;g_25_K4Ns4ArB;Finalizado;2021-01-28 00:00:00;Kolesnykov V. (Ukr);Lisechko A. (Ukr);2;3;[{'home': 5, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}, {'home': 6, 'away': 11}, {'home': 8, 'away': 11}];1.48;2.4
Setka Cup (Ucrania);1;g_25_AD8su39r;Anulado;2021-01-28 00:00:00;Kolesnykov V. (Ukr);Udovenko I. (Ukr);0;0;[];;
Setka Cup (Ucrania);1;g_25_K4qDJkrb;Finalizado;2021-01-28 00:00:00;Koshkodan I. (Ukr);Dmytruk I. (Ukr);3;2;[{'home': 10, 'away': 12}, {'home': 9, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 5}, {'home': 11, 'away': 6}];;
Setka Cup (Ucrania);1;g_25_C22MdSzo;Anulado;2021-01-28 00:00:00;Bereza V. (Ukr);Lisechko A. (Ukr);0;0;[];;
Setka Cup (Ucrania);1;g_25_jcmA40w8;Finalizado;2021-01-28 00:00:00;Budnikov A. (Ukr);Valchuk I. (Ukr);3;1;[{'home': 8, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 8}, {'home': 11, 'away': 5}];1.83;1.83
Setka Cup (Ucrania);1;g_25_GSCQ4Mpc;Finalizado;2021-01-28 00:00:00;Solomko R. (Ukr);Trydukh I. (Ukr);3;2;[{'home': 11, 'away': 3}, {'home': 4, 'away': 11}, {'home': 12, 'away': 10}, {'home': 3, 'away': 11}, {'home': 11, 'away': 6}];1.21;3.7
Setka Cup (Ucrania);1;g_25_MVzrPpX4;Finalizado;2021-01-28 00:00:00;Rak S. (Ukr);Nikolenko S. (Ukr);2;3;[{'home': 14, 'away': 12}, {'home': 9, 'away': 11}, {'home': 3, 'away': 11}, {'home': 11, 'away': 9}, {'home': 7, 'away': 11}];4.6;1.14
